,CBSA,Title,MetroMicro,Pop2018,COVIDEnd,AttackRate,r,dataset,remove_deaths,filtering
1839,49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,73055,2,,,USAFacts,False,Chicago
1840,49260,"Woodward, OK",Micropolitan Statistical Area,24174,0,,,USAFacts,False,Chicago
1841,49300,"Wooster, OH",Micropolitan Statistical Area,115967,7,,,USAFacts,False,Chicago
1842,49340,"Worcester, MA-CT",Metropolitan Statistical Area,947866,400,0.32211799188799933,0.993479107422948,USAFacts,False,Chicago
1843,49380,"Worthington, MN",Micropolitan Statistical Area,21924,0,,,USAFacts,False,Chicago
1844,49420,"Yakima, WA",Metropolitan Statistical Area,251446,161,0.25076061475688466,0.9886153033724948,USAFacts,False,Chicago
1845,49460,"Yankton, SD",Micropolitan Statistical Area,22869,4,,,USAFacts,False,Chicago
1846,49620,"York-Hanover, PA",Metropolitan Statistical Area,448273,54,,,USAFacts,False,Chicago
1847,49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,538952,166,0.31963954137115064,0.9936771921751072,USAFacts,False,Chicago
1848,49700,"Yuba City, CA",Metropolitan Statistical Area,174848,15,,,USAFacts,False,Chicago
1849,49740,"Yuma, AZ",Metropolitan Statistical Area,212128,6,,,USAFacts,False,Chicago
1850,49780,"Zanesville, OH",Micropolitan Statistical Area,86183,2,,,USAFacts,False,Chicago
1851,49820,"Zapata, TX",Micropolitan Statistical Area,14190,0,,,USAFacts,False,Chicago
1852,10100,"Aberdeen, SD",Micropolitan Statistical Area,43191,3,,,USAFacts,True,None
1853,10140,"Aberdeen, WA",Micropolitan Statistical Area,73901,1,0.0,0.0,USAFacts,True,None
1854,10180,"Abilene, TX",Metropolitan Statistical Area,171451,7,,,USAFacts,True,None
1855,10220,"Ada, OK",Micropolitan Statistical Area,38247,3,,,USAFacts,True,None
1856,10300,"Adrian, MI",Micropolitan Statistical Area,98266,15,,,USAFacts,True,None
1857,10420,"Akron, OH",Metropolitan Statistical Area,704845,144,0.29650844794723824,0.9917348538640748,USAFacts,True,None
1858,10460,"Alamogordo, NM",Micropolitan Statistical Area,66781,0,,,USAFacts,True,None
1859,10500,"Albany, GA",Metropolitan Statistical Area,149917,327,0.3165116627333891,0.9539367131687353,USAFacts,True,None
1860,10540,"Albany-Lebanon, OR",Metropolitan Statistical Area,127335,34,0.07851990946956769,0.9648982501253004,USAFacts,True,None
1861,10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,883169,446,0.2377922055911705,0.937694148171146,USAFacts,True,None
1862,10620,"Albemarle, NC",Micropolitan Statistical Area,62075,5,,,USAFacts,True,None
1863,10660,"Albert Lea, MN",Micropolitan Statistical Area,30444,0,,,USAFacts,True,None
1864,10700,"Albertville, AL",Micropolitan Statistical Area,96109,7,,,USAFacts,True,None
1865,10740,"Albuquerque, NM",Metropolitan Statistical Area,915927,146,0.17489511932794077,0.9876163271058378,USAFacts,True,None
1866,10760,"Alexander City, AL",Micropolitan Statistical Area,51212,15,,,USAFacts,True,None
1867,10780,"Alexandria, LA",Metropolitan Statistical Area,153044,45,,,USAFacts,True,None
1868,10820,"Alexandria, MN",Micropolitan Statistical Area,37964,1,,,USAFacts,True,None
1869,10860,"Alice, TX",Micropolitan Statistical Area,52034,1,,,USAFacts,True,None
1870,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,842913,486,0.4125831978521351,0.9701215050730769,USAFacts,True,None
1871,10940,"Alma, MI",Micropolitan Statistical Area,40599,3,,,USAFacts,True,None
1872,10980,"Alpena, MI",Micropolitan Statistical Area,28360,0,,,USAFacts,True,None
1873,11020,"Altoona, PA",Metropolitan Statistical Area,122492,6,,,USAFacts,True,None
1874,11060,"Altus, OK",Micropolitan Statistical Area,24949,1,0.0,0.0,USAFacts,True,None
1875,11100,"Amarillo, TX",Metropolitan Statistical Area,265947,12,,,USAFacts,True,None
1876,11140,"Americus, GA",Micropolitan Statistical Area,34969,16,,,USAFacts,True,None
1877,11180,"Ames, IA",Metropolitan Statistical Area,124451,3,,,USAFacts,True,None
1878,11220,"Amsterdam, NY",Micropolitan Statistical Area,49455,6,,,USAFacts,True,None
1879,11260,"Anchorage, AK",Metropolitan Statistical Area,399148,62,0.30202694854257717,0.9828278850342955,USAFacts,True,None
1880,11380,"Andrews, TX",Micropolitan Statistical Area,18128,0,,,USAFacts,True,None
1881,11420,"Angola, IN",Micropolitan Statistical Area,34586,1,,,USAFacts,True,None
1882,11460,"Ann Arbor, MI",Metropolitan Statistical Area,370963,260,0.26953482226058995,0.9913621435704759,USAFacts,True,None
1883,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,114277,9,,,USAFacts,True,None
1884,11540,"Appleton, WI",Metropolitan Statistical Area,237524,10,,,USAFacts,True,None
1885,11580,"Arcadia, FL",Micropolitan Statistical Area,37489,6,,,USAFacts,True,None
1886,11620,"Ardmore, OK",Micropolitan Statistical Area,58311,2,,,USAFacts,True,None
1887,11660,"Arkadelphia, AR",Micropolitan Statistical Area,22061,24,,,USAFacts,True,None
1888,11700,"Asheville, NC",Metropolitan Statistical Area,459585,35,,,USAFacts,True,None
1889,11740,"Ashland, OH",Micropolitan Statistical Area,53745,2,,,USAFacts,True,None
1890,11780,"Ashtabula, OH",Micropolitan Statistical Area,97493,6,,,USAFacts,True,None
1891,11820,"Astoria, OR",Micropolitan Statistical Area,39764,3,,,USAFacts,True,None
1892,11860,"Atchison, KS",Micropolitan Statistical Area,16193,1,,,USAFacts,True,None
1893,11900,"Athens, OH",Micropolitan Statistical Area,65818,2,,,USAFacts,True,None
1894,11940,"Athens, TN",Micropolitan Statistical Area,53285,3,,,USAFacts,True,None
1895,11980,"Athens, TX",Micropolitan Statistical Area,82299,0,,,USAFacts,True,None
1896,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,211306,56,,,USAFacts,True,None
1897,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,5949951,1895,0.22314248002607506,0.9948918653031525,USAFacts,True,None
1898,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,265429,29,,,USAFacts,True,None
1899,12120,"Atmore, AL",Micropolitan Statistical Area,36748,1,,,USAFacts,True,None
1900,12140,"Auburn, IN",Micropolitan Statistical Area,43226,1,,,USAFacts,True,None
1901,12180,"Auburn, NY",Micropolitan Statistical Area,77145,3,,,USAFacts,True,None
1902,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,163941,74,,,USAFacts,True,None
1903,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,604167,52,,,USAFacts,True,None
1904,12300,"Augusta-Waterville, ME",Micropolitan Statistical Area,122083,10,,,USAFacts,True,None
1905,12380,"Austin, MN",Micropolitan Statistical Area,40011,12,,,USAFacts,True,None
1906,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,2168316,263,0.31476462171782504,0.9374636275973142,USAFacts,True,None
1907,12460,"Bainbridge, GA",Micropolitan Statistical Area,26575,6,,,USAFacts,True,None
1908,12540,"Bakersfield, CA",Metropolitan Statistical Area,896764,73,,,USAFacts,True,None
1909,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2802789,648,0.28384313682294726,0.9891329857814036,USAFacts,True,None
1910,12620,"Bangor, ME",Metropolitan Statistical Area,151096,12,,,USAFacts,True,None
1911,12660,"Baraboo, WI",Micropolitan Statistical Area,64249,12,,,USAFacts,True,None
1912,12680,"Bardstown, KY",Micropolitan Statistical Area,45851,3,0.08033068281830769,0.88304386150516,USAFacts,True,None
1913,12700,"Barnstable Town, MA",Metropolitan Statistical Area,213413,171,0.36668930789462495,0.9871447744888031,USAFacts,True,None
1914,12740,"Barre, VT",Micropolitan Statistical Area,58140,13,0.19171054153008185,0.9355791270298394,USAFacts,True,None
1915,12780,"Bartlesville, OK",Micropolitan Statistical Area,51843,20,,,USAFacts,True,None
1916,12860,"Batavia, NY",Micropolitan Statistical Area,57511,9,,,USAFacts,True,None
1917,12900,"Batesville, AR",Micropolitan Statistical Area,55044,3,,,USAFacts,True,None
1918,12940,"Baton Rouge, LA",Metropolitan Statistical Area,853610,411,,,USAFacts,True,None
1919,12980,"Battle Creek, MI",Metropolitan Statistical Area,134487,17,,,USAFacts,True,None
1920,13020,"Bay City, MI",Metropolitan Statistical Area,103923,9,0.1331382564942427,0.8832391659606033,USAFacts,True,None
1921,13060,"Bay City, TX",Micropolitan Statistical Area,36552,12,,,USAFacts,True,None
1922,13100,"Beatrice, NE",Micropolitan Statistical Area,21493,0,,,USAFacts,True,None
1923,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,395780,31,,,USAFacts,True,None
1924,13180,"Beaver Dam, WI",Micropolitan Statistical Area,87847,8,,,USAFacts,True,None
1925,13220,"Beckley, WV",Metropolitan Statistical Area,117272,3,,,USAFacts,True,None
1926,13260,"Bedford, IN",Micropolitan Statistical Area,45668,9,,,USAFacts,True,None
1927,13300,"Beeville, TX",Micropolitan Statistical Area,32587,0,,,USAFacts,True,None
1928,13340,"Bellefontaine, OH",Micropolitan Statistical Area,45358,3,,,USAFacts,True,None
1929,13380,"Bellingham, WA",Metropolitan Statistical Area,225685,113,0.2779710287423985,0.9736522616951114,USAFacts,True,None
1930,13420,"Bemidji, MN",Micropolitan Statistical Area,46847,3,,,USAFacts,True,None
1931,13460,"Bend, OR",Metropolitan Statistical Area,191996,25,0.11684483568539838,0.9756498344316323,USAFacts,True,None
1932,13500,"Bennettsville, SC",Micropolitan Statistical Area,26398,2,,,USAFacts,True,None
1933,13540,"Bennington, VT",Micropolitan Statistical Area,35631,17,0.1737670508121938,0.9660698169582078,USAFacts,True,None
1934,13620,"Berlin, NH",Micropolitan Statistical Area,31589,0,,,USAFacts,True,None
1935,13660,"Big Rapids, MI",Micropolitan Statistical Area,43545,1,,,USAFacts,True,None
1936,13700,"Big Spring, TX",Micropolitan Statistical Area,36459,0,,,USAFacts,True,None
1937,13720,"Big Stone Gap, VA",Micropolitan Statistical Area,41980,0,,,USAFacts,True,None
1938,13740,"Billings, MT",Metropolitan Statistical Area,180385,28,0.22426750408868956,0.9866108330676111,USAFacts,True,None
1939,13780,"Binghamton, NY",Metropolitan Statistical Area,240219,36,0.20500120323832258,0.947327681848831,USAFacts,True,None
1940,13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1088090,376,0.24359397904974225,0.9784734147154849,USAFacts,True,None
1941,13900,"Bismarck, ND",Metropolitan Statistical Area,128320,43,,,USAFacts,True,None
1942,13940,"Blackfoot, ID",Micropolitan Statistical Area,46236,1,,,USAFacts,True,None
1943,13980,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,168234,2,,,USAFacts,True,None
1944,14010,"Bloomington, IL",Metropolitan Statistical Area,172828,16,,,USAFacts,True,None
1945,14020,"Bloomington, IN",Metropolitan Statistical Area,167762,36,,,USAFacts,True,None
1946,14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,83696,16,,,USAFacts,True,None
1947,14140,"Bluefield, WV-VA",Micropolitan Statistical Area,106279,4,,,USAFacts,True,None
1948,14180,"Blytheville, AR",Micropolitan Statistical Area,41239,0,,,USAFacts,True,None
1949,14220,"Bogalusa, LA",Micropolitan Statistical Area,46582,21,,,USAFacts,True,None
1950,14260,"Boise City, ID",Metropolitan Statistical Area,730426,199,0.3265837408936294,0.9854232754041453,USAFacts,True,None
1951,14300,"Bonham, TX",Micropolitan Statistical Area,35286,1,,,USAFacts,True,None
1952,14380,"Boone, NC",Micropolitan Statistical Area,55945,5,0.11059832627791176,0.9476461020586308,USAFacts,True,None
1953,14420,"Borger, TX",Micropolitan Statistical Area,21198,0,,,USAFacts,True,None
1954,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,4875390,4002,0.22886762556317275,0.9917732023744191,USAFacts,True,None
1955,14500,"Boulder, CO",Metropolitan Statistical Area,326078,99,,,USAFacts,True,None
1956,14540,"Bowling Green, KY",Metropolitan Statistical Area,177432,21,,,USAFacts,True,None
1957,14580,"Bozeman, MT",Micropolitan Statistical Area,111876,69,0.3260876842872178,0.9735595454793186,USAFacts,True,None
1958,14620,"Bradford, PA",Micropolitan Statistical Area,40968,1,,,USAFacts,True,None
1959,14660,"Brainerd, MN",Micropolitan Statistical Area,94408,1,,,USAFacts,True,None
1960,14700,"Branson, MO",Micropolitan Statistical Area,55852,2,,,USAFacts,True,None
1961,14720,"Breckenridge, CO",Micropolitan Statistical Area,31007,14,0.1459650812720984,0.8967378078762157,USAFacts,True,None
1962,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,269805,63,0.1818407382066899,0.9840620683379985,USAFacts,True,None
1963,14780,"Brenham, TX",Micropolitan Statistical Area,35108,8,,,USAFacts,True,None
1964,14820,"Brevard, NC",Micropolitan Statistical Area,34215,3,,,USAFacts,True,None
1965,14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,943823,1424,0.2884440048132952,0.9922898381130042,USAFacts,True,None
1966,15020,"Brookhaven, MS",Micropolitan Statistical Area,34205,11,,,USAFacts,True,None
1967,15060,"Brookings, OR",Micropolitan Statistical Area,22813,0,,,USAFacts,True,None
1968,15100,"Brookings, SD",Micropolitan Statistical Area,35232,1,,,USAFacts,True,None
1969,15140,"Brownsville, TN",Micropolitan Statistical Area,17335,2,,,USAFacts,True,None
1970,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,423908,20,,,USAFacts,True,None
1971,15220,"Brownwood, TX",Micropolitan Statistical Area,37924,3,,,USAFacts,True,None
1972,15260,"Brunswick, GA",Metropolitan Statistical Area,118456,18,,,USAFacts,True,None
1973,15340,"Bucyrus-Galion, OH",Micropolitan Statistical Area,41550,5,,,USAFacts,True,None
1974,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1130152,409,0.33192611954413936,0.9830632782957417,USAFacts,True,None
1975,15420,"Burley, ID",Micropolitan Statistical Area,44689,2,,,USAFacts,True,None
1976,15460,"Burlington, IA-IL",Micropolitan Statistical Area,45847,1,,,USAFacts,True,None
1977,15500,"Burlington, NC",Metropolitan Statistical Area,166436,7,,,USAFacts,True,None
1978,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,221083,137,0.3233067076633826,0.9775700796554995,USAFacts,True,None
1979,15580,"Butte-Silver Bow, MT",Micropolitan Statistical Area,34993,9,0.16656477442605677,0.9554826438310351,USAFacts,True,None
1980,15620,"Cadillac, MI",Micropolitan Statistical Area,48579,2,,,USAFacts,True,None
1981,15660,"Calhoun, GA",Micropolitan Statistical Area,57685,14,0.1406625381208823,0.984752920991217,USAFacts,True,None
1982,15680,"California-Lexington Park, MD",Metropolitan Statistical Area,112664,9,,,USAFacts,True,None
1983,15700,"Cambridge, MD",Micropolitan Statistical Area,31998,0,,,USAFacts,True,None
1984,15740,"Cambridge, OH",Micropolitan Statistical Area,39022,0,,,USAFacts,True,None
1985,15780,"Camden, AR",Micropolitan Statistical Area,28883,0,,,USAFacts,True,None
1986,15820,"Campbellsville, KY",Micropolitan Statistical Area,36598,3,,,USAFacts,True,None
1987,15860,"Cañon City, CO",Micropolitan Statistical Area,48021,2,,,USAFacts,True,None
1988,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,398655,47,0.18059715138940913,0.9824975024319269,USAFacts,True,None
1989,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,754610,165,0.27753699010515276,0.9890578737270258,USAFacts,True,None
1990,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,96982,14,,,USAFacts,True,None
1991,16060,"Carbondale-Marion, IL",Metropolitan Statistical Area,136931,4,,,USAFacts,True,None
1992,16100,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,57900,3,,,USAFacts,True,None
1993,16140,"Carroll, IA",Micropolitan Statistical Area,20154,1,0.0,0.0,USAFacts,True,None
1994,16180,"Carson City, NV",Metropolitan Statistical Area,55414,5,0.10322539786234179,0.9070124407016027,USAFacts,True,None
1995,16220,"Casper, WY",Metropolitan Statistical Area,79115,9,,,USAFacts,True,None
1996,16260,"Cedar City, UT",Micropolitan Statistical Area,52775,5,,,USAFacts,True,None
1997,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,272295,77,,,USAFacts,True,None
1998,16340,"Cedartown, GA",Micropolitan Statistical Area,42470,14,0.1968692718647627,0.9533349995026108,USAFacts,True,None
1999,16380,"Celina, OH",Micropolitan Statistical Area,40959,2,,,USAFacts,True,None
2000,16420,"Central City, KY",Micropolitan Statistical Area,30774,3,,,USAFacts,True,None
2001,16460,"Centralia, IL",Micropolitan Statistical Area,37620,2,,,USAFacts,True,None
2002,16500,"Centralia, WA",Micropolitan Statistical Area,79604,10,,,USAFacts,True,None
2003,16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,154835,12,,,USAFacts,True,None
2004,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,226379,23,,,USAFacts,True,None
2005,16620,"Charleston, WV",Metropolitan Statistical Area,260342,31,,,USAFacts,True,None
2006,16660,"Charleston-Mattoon, IL",Micropolitan Statistical Area,61693,1,,,USAFacts,True,None
2007,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,787643,148,0.356883473121816,0.9872568436861479,USAFacts,True,None
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2594090,582,0.3018738434772323,0.9907697848896585,USAFacts,True,None
2009,16820,"Charlottesville, VA",Metropolitan Statistical Area,218233,38,,,USAFacts,True,None
2010,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,560793,48,0.2959446190306838,0.9629450284841705,USAFacts,True,None
2011,16940,"Cheyenne, WY",Metropolitan Statistical Area,98976,20,,,USAFacts,True,None
2012,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9498716,4886,0.28856823464779646,0.9850142063628138,USAFacts,True,None
2013,17020,"Chico, CA",Metropolitan Statistical Area,231256,8,,,USAFacts,True,None
2014,17060,"Chillicothe, OH",Micropolitan Statistical Area,76931,1,,,USAFacts,True,None
2015,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2212945,222,0.26713687956754334,0.9879652995313435,USAFacts,True,None
2016,17220,"Clarksburg, WV",Micropolitan Statistical Area,92822,10,,,USAFacts,True,None
2017,17260,"Clarksdale, MS",Micropolitan Statistical Area,22628,20,,,USAFacts,True,None
2018,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,305825,16,,,USAFacts,True,None
2019,17340,"Clearlake, CA",Micropolitan Statistical Area,64382,0,,,USAFacts,True,None
2020,17380,"Cleveland, MS",Micropolitan Statistical Area,31333,16,,,USAFacts,True,None
2021,17420,"Cleveland, TN",Metropolitan Statistical Area,123625,9,,,USAFacts,True,None
2022,17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2057009,676,0.24710478124515953,0.9894790188866207,USAFacts,True,None
2023,17500,"Clewiston, FL",Micropolitan Statistical Area,41556,3,,,USAFacts,True,None
2024,17540,"Clinton, IA",Micropolitan Statistical Area,46518,2,,,USAFacts,True,None
2025,17580,"Clovis, NM",Micropolitan Statistical Area,49437,3,,,USAFacts,True,None
2026,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,161505,28,,,USAFacts,True,None
2027,17700,"Coffeyville, KS",Micropolitan Statistical Area,32120,4,,,USAFacts,True,None
2028,17740,"Coldwater, MI",Micropolitan Statistical Area,43622,0,,,USAFacts,True,None
2029,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,262431,45,,,USAFacts,True,None
2030,17820,"Colorado Springs, CO",Metropolitan Statistical Area,738939,241,0.3264279182558994,0.974964602401596,USAFacts,True,None
2031,17860,"Columbia, MO",Metropolitan Statistical Area,207745,59,,,USAFacts,True,None
2032,17900,"Columbia, SC",Metropolitan Statistical Area,832666,278,0.19010184551445763,0.9772751138901606,USAFacts,True,None
2033,17980,"Columbus, GA-AL",Metropolitan Statistical Area,317922,21,,,USAFacts,True,None
2034,18020,"Columbus, IN",Metropolitan Statistical Area,82753,10,,,USAFacts,True,None
2035,18060,"Columbus, MS",Micropolitan Statistical Area,58930,10,,,USAFacts,True,None
2036,18100,"Columbus, NE",Micropolitan Statistical Area,33363,1,,,USAFacts,True,None
2037,18140,"Columbus, OH",Metropolitan Statistical Area,2106541,364,0.36564205283830753,0.9908700549565016,USAFacts,True,None
2038,18180,"Concord, NH",Micropolitan Statistical Area,151132,18,,,USAFacts,True,None
2039,18220,"Connersville, IN",Micropolitan Statistical Area,23047,7,,,USAFacts,True,None
2040,18260,"Cookeville, TN",Micropolitan Statistical Area,112669,26,,,USAFacts,True,None
2041,18300,"Coos Bay, OR",Micropolitan Statistical Area,64389,0,,,USAFacts,True,None
2042,18380,"Cordele, GA",Micropolitan Statistical Area,22601,8,,,USAFacts,True,None
2043,18420,"Corinth, MS",Micropolitan Statistical Area,36925,1,,,USAFacts,True,None
2044,18460,"Cornelia, GA",Micropolitan Statistical Area,45388,0,,,USAFacts,True,None
2045,18500,"Corning, NY",Micropolitan Statistical Area,95796,19,,,USAFacts,True,None
2046,18580,"Corpus Christi, TX",Metropolitan Statistical Area,429158,23,,,USAFacts,True,None
2047,18620,"Corsicana, TX",Micropolitan Statistical Area,49565,3,,,USAFacts,True,None
2048,18660,"Cortland, NY",Micropolitan Statistical Area,47823,8,,,USAFacts,True,None
2049,18700,"Corvallis, OR",Metropolitan Statistical Area,92101,9,,,USAFacts,True,None
2050,18740,"Coshocton, OH",Micropolitan Statistical Area,36629,5,,,USAFacts,True,None
2051,18780,"Craig, CO",Micropolitan Statistical Area,13188,4,,,USAFacts,True,None
2052,18820,"Crawfordsville, IN",Micropolitan Statistical Area,38346,6,,,USAFacts,True,None
2053,18860,"Crescent City, CA",Micropolitan Statistical Area,27828,0,,,USAFacts,True,None
2054,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,278644,51,0.2712967711699752,0.9508822948355603,USAFacts,True,None
2055,18900,"Crossville, TN",Micropolitan Statistical Area,59673,11,,,USAFacts,True,None
2056,18980,"Cullman, AL",Micropolitan Statistical Area,83442,8,,,USAFacts,True,None
2057,19000,"Cullowhee, NC",Micropolitan Statistical Area,57572,1,,,USAFacts,True,None
2058,19060,"Cumberland, MD-WV",Metropolitan Statistical Area,97915,0,,,USAFacts,True,None
2059,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,7470158,1076,0.2911135720708879,0.9854238338147825,USAFacts,True,None
2060,19140,"Dalton, GA",Metropolitan Statistical Area,143983,11,,,USAFacts,True,None
2061,19180,"Danville, IL",Metropolitan Statistical Area,76806,0,,,USAFacts,True,None
2062,19220,"Danville, KY",Micropolitan Statistical Area,54744,3,,,USAFacts,True,None
2063,19260,"Danville, VA",Micropolitan Statistical Area,101642,5,,,USAFacts,True,None
2064,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,218022,18,0.1870843622385875,0.9622274559580227,USAFacts,True,None
2065,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,381451,26,,,USAFacts,True,None
2066,19420,"Dayton, TN",Micropolitan Statistical Area,33044,0,,,USAFacts,True,None
2067,19430,"Dayton-Kettering, OH",Metropolitan Statistical Area,806548,74,,,USAFacts,True,None
2068,19460,"Decatur, AL",Metropolitan Statistical Area,152046,22,,,USAFacts,True,None
2069,19500,"Decatur, IL",Metropolitan Statistical Area,104712,2,,,USAFacts,True,None
2070,19540,"Decatur, IN",Micropolitan Statistical Area,35636,1,0.0,0.0,USAFacts,True,None
2071,19580,"Defiance, OH",Micropolitan Statistical Area,38165,5,,,USAFacts,True,None
2072,19620,"Del Rio, TX",Micropolitan Statistical Area,49208,5,,,USAFacts,True,None
2073,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,659605,83,0.18806570132787415,0.9869211205519571,USAFacts,True,None
2074,19700,"Deming, NM",Micropolitan Statistical Area,23963,0,,,USAFacts,True,None
2075,19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2932415,1292,0.21124264779516855,0.9974293263458214,USAFacts,True,None
2076,19760,"DeRidder, LA",Micropolitan Statistical Area,37253,5,,,USAFacts,True,None
2077,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,692556,89,0.2593892938184196,0.9671165857574779,USAFacts,True,None
2078,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4326442,5223,0.3710807650600956,0.9685284908472402,USAFacts,True,None
2079,19860,"Dickinson, ND",Micropolitan Statistical Area,31916,11,,,USAFacts,True,None
2080,19940,"Dixon, IL",Micropolitan Statistical Area,34223,0,,,USAFacts,True,None
2081,19980,"Dodge City, KS",Micropolitan Statistical Area,33888,0,,,USAFacts,True,None
2082,20020,"Dothan, AL",Metropolitan Statistical Area,148245,9,,,USAFacts,True,None
2083,20060,"Douglas, GA",Micropolitan Statistical Area,51390,10,,,USAFacts,True,None
2084,20100,"Dover, DE",Metropolitan Statistical Area,178550,25,,,USAFacts,True,None
2085,20140,"Dublin, GA",Micropolitan Statistical Area,63842,14,,,USAFacts,True,None
2086,20180,"DuBois, PA",Micropolitan Statistical Area,79388,4,,,USAFacts,True,None
2087,20220,"Dubuque, IA",Metropolitan Statistical Area,96854,20,,,USAFacts,True,None
2088,20260,"Duluth, MN-WI",Metropolitan Statistical Area,289457,18,,,USAFacts,True,None
2089,20300,"Dumas, TX",Micropolitan Statistical Area,21485,1,,,USAFacts,True,None
2090,20340,"Duncan, OK",Micropolitan Statistical Area,43265,2,,,USAFacts,True,None
2091,20420,"Durango, CO",Micropolitan Statistical Area,56310,21,,,USAFacts,True,None
2092,20460,"Durant, OK",Micropolitan Statistical Area,47192,1,,,USAFacts,True,None
2093,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,635527,158,0.30126122724379095,0.9166567590433825,USAFacts,True,None
2094,20540,"Dyersburg, TN",Micropolitan Statistical Area,37320,3,,,USAFacts,True,None
2095,20580,"Eagle Pass, TX",Micropolitan Statistical Area,58485,1,,,USAFacts,True,None
2096,20660,"Easton, MD",Micropolitan Statistical Area,36968,4,,,USAFacts,True,None
2097,20700,"East Stroudsburg, PA",Metropolitan Statistical Area,169507,175,0.24062226315536359,0.990578659585213,USAFacts,True,None
2098,20740,"Eau Claire, WI",Metropolitan Statistical Area,168669,17,,,USAFacts,True,None
2099,20780,"Edwards, CO",Micropolitan Statistical Area,54993,209,0.15356206606603087,0.9901919025586027,USAFacts,True,None
2100,20820,"Effingham, IL",Micropolitan Statistical Area,34208,0,,,USAFacts,True,None
2101,20900,"El Campo, TX",Micropolitan Statistical Area,41619,6,,,USAFacts,True,None
2102,20940,"El Centro, CA",Metropolitan Statistical Area,181827,33,,,USAFacts,True,None
2103,20980,"El Dorado, AR",Micropolitan Statistical Area,39126,8,,,USAFacts,True,None
2104,21020,"Elizabeth City, NC",Micropolitan Statistical Area,53061,3,,,USAFacts,True,None
2105,21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,153378,6,,,USAFacts,True,None
2106,21120,"Elk City, OK",Micropolitan Statistical Area,21709,1,,,USAFacts,True,None
2107,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,205560,12,,,USAFacts,True,None
2108,21180,"Elkins, WV",Micropolitan Statistical Area,28823,1,,,USAFacts,True,None
2109,21220,"Elko, NV",Micropolitan Statistical Area,54463,5,,,USAFacts,True,None
2110,21260,"Ellensburg, WA",Micropolitan Statistical Area,47364,7,0.06499675640603925,0.964577636485301,USAFacts,True,None
2111,21300,"Elmira, NY",Metropolitan Statistical Area,84254,15,,,USAFacts,True,None
