,CBSA,Title,MetroMicro,Pop2018,COVIDEnd,AttackRate,r,dataset,remove_deaths,filtering
0,10100,"Aberdeen, SD",Micropolitan Statistical Area,43191,3,,,USAFacts,False,None
1,10140,"Aberdeen, WA",Micropolitan Statistical Area,73901,1,0.0,0.0,USAFacts,False,None
2,10180,"Abilene, TX",Metropolitan Statistical Area,171451,7,,,USAFacts,False,None
3,10220,"Ada, OK",Micropolitan Statistical Area,38247,3,,,USAFacts,False,None
4,10300,"Adrian, MI",Micropolitan Statistical Area,98266,15,,,USAFacts,False,None
5,10420,"Akron, OH",Metropolitan Statistical Area,704845,150,0.29877454767328765,0.9923085269163341,USAFacts,False,None
6,10460,"Alamogordo, NM",Micropolitan Statistical Area,66781,0,,,USAFacts,False,None
7,10500,"Albany, GA",Metropolitan Statistical Area,149917,354,0.3214927884180248,0.9530103772276121,USAFacts,False,None
8,10540,"Albany-Lebanon, OR",Metropolitan Statistical Area,127335,36,0.08209839618418745,0.97230789817895,USAFacts,False,None
9,10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,883169,448,0.2380593734715464,0.9380308141294147,USAFacts,False,None
10,10620,"Albemarle, NC",Micropolitan Statistical Area,62075,5,,,USAFacts,False,None
11,10660,"Albert Lea, MN",Micropolitan Statistical Area,30444,0,,,USAFacts,False,None
12,10700,"Albertville, AL",Micropolitan Statistical Area,96109,7,,,USAFacts,False,None
13,10740,"Albuquerque, NM",Metropolitan Statistical Area,915927,147,0.17531177840689285,0.9877493150687974,USAFacts,False,None
14,10760,"Alexander City, AL",Micropolitan Statistical Area,51212,16,,,USAFacts,False,None
15,10780,"Alexandria, LA",Metropolitan Statistical Area,153044,46,,,USAFacts,False,None
16,10820,"Alexandria, MN",Micropolitan Statistical Area,37964,1,,,USAFacts,False,None
17,10860,"Alice, TX",Micropolitan Statistical Area,52034,1,,,USAFacts,False,None
18,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,842913,496,0.40722195589960614,0.9804757461837617,USAFacts,False,None
19,10940,"Alma, MI",Micropolitan Statistical Area,40599,3,,,USAFacts,False,None
20,10980,"Alpena, MI",Micropolitan Statistical Area,28360,0,,,USAFacts,False,None
21,11020,"Altoona, PA",Metropolitan Statistical Area,122492,6,,,USAFacts,False,None
22,11060,"Altus, OK",Micropolitan Statistical Area,24949,1,0.0,0.0,USAFacts,False,None
23,11100,"Amarillo, TX",Metropolitan Statistical Area,265947,13,,,USAFacts,False,None
24,11140,"Americus, GA",Micropolitan Statistical Area,34969,18,,,USAFacts,False,None
25,11180,"Ames, IA",Metropolitan Statistical Area,124451,3,,,USAFacts,False,None
26,11220,"Amsterdam, NY",Micropolitan Statistical Area,49455,6,,,USAFacts,False,None
27,11260,"Anchorage, AK",Metropolitan Statistical Area,399148,64,0.30376180109322953,0.9833649221385357,USAFacts,False,None
28,11380,"Andrews, TX",Micropolitan Statistical Area,18128,0,,,USAFacts,False,None
29,11420,"Angola, IN",Micropolitan Statistical Area,34586,1,,,USAFacts,False,None
30,11460,"Ann Arbor, MI",Metropolitan Statistical Area,370963,266,0.27178688903861165,0.9917177950556418,USAFacts,False,None
31,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,114277,9,,,USAFacts,False,None
32,11540,"Appleton, WI",Metropolitan Statistical Area,237524,10,,,USAFacts,False,None
33,11580,"Arcadia, FL",Micropolitan Statistical Area,37489,7,,,USAFacts,False,None
34,11620,"Ardmore, OK",Micropolitan Statistical Area,58311,2,,,USAFacts,False,None
35,11660,"Arkadelphia, AR",Micropolitan Statistical Area,22061,24,,,USAFacts,False,None
36,11700,"Asheville, NC",Metropolitan Statistical Area,459585,36,,,USAFacts,False,None
37,11740,"Ashland, OH",Micropolitan Statistical Area,53745,2,,,USAFacts,False,None
38,11780,"Ashtabula, OH",Micropolitan Statistical Area,97493,6,,,USAFacts,False,None
39,11820,"Astoria, OR",Micropolitan Statistical Area,39764,3,,,USAFacts,False,None
40,11860,"Atchison, KS",Micropolitan Statistical Area,16193,1,,,USAFacts,False,None
41,11900,"Athens, OH",Micropolitan Statistical Area,65818,3,,,USAFacts,False,None
42,11940,"Athens, TN",Micropolitan Statistical Area,53285,3,,,USAFacts,False,None
43,11980,"Athens, TX",Micropolitan Statistical Area,82299,0,,,USAFacts,False,None
44,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,211306,62,,,USAFacts,False,None
45,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,5949951,1947,0.22427210760732216,0.9948913805095513,USAFacts,False,None
46,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,265429,29,,,USAFacts,False,None
47,12120,"Atmore, AL",Micropolitan Statistical Area,36748,1,,,USAFacts,False,None
48,12140,"Auburn, IN",Micropolitan Statistical Area,43226,1,,,USAFacts,False,None
49,12180,"Auburn, NY",Micropolitan Statistical Area,77145,3,,,USAFacts,False,None
50,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,163941,74,,,USAFacts,False,None
51,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,604167,52,,,USAFacts,False,None
52,12300,"Augusta-Waterville, ME",Micropolitan Statistical Area,122083,10,,,USAFacts,False,None
53,12380,"Austin, MN",Micropolitan Statistical Area,40011,12,,,USAFacts,False,None
54,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,2168316,265,0.3151881155487319,0.9378708344699842,USAFacts,False,None
55,12460,"Bainbridge, GA",Micropolitan Statistical Area,26575,6,,,USAFacts,False,None
56,12540,"Bakersfield, CA",Metropolitan Statistical Area,896764,74,,,USAFacts,False,None
57,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2802789,654,0.2844417362287354,0.9889567587024595,USAFacts,False,None
58,12620,"Bangor, ME",Metropolitan Statistical Area,151096,12,,,USAFacts,False,None
59,12660,"Baraboo, WI",Micropolitan Statistical Area,64249,13,,,USAFacts,False,None
60,12680,"Bardstown, KY",Micropolitan Statistical Area,45851,3,0.08033068281830769,0.88304386150516,USAFacts,False,None
61,12700,"Barnstable Town, MA",Metropolitan Statistical Area,213413,173,0.36791417952798106,0.9873008624961755,USAFacts,False,None
62,12740,"Barre, VT",Micropolitan Statistical Area,58140,13,0.19171054153008185,0.9355791270298394,USAFacts,False,None
63,12780,"Bartlesville, OK",Micropolitan Statistical Area,51843,20,,,USAFacts,False,None
64,12860,"Batavia, NY",Micropolitan Statistical Area,57511,9,,,USAFacts,False,None
65,12900,"Batesville, AR",Micropolitan Statistical Area,55044,3,,,USAFacts,False,None
66,12940,"Baton Rouge, LA",Metropolitan Statistical Area,853610,428,,,USAFacts,False,None
67,12980,"Battle Creek, MI",Metropolitan Statistical Area,134487,17,,,USAFacts,False,None
68,13020,"Bay City, MI",Metropolitan Statistical Area,103923,9,0.1331382564942427,0.8832391659606033,USAFacts,False,None
69,13060,"Bay City, TX",Micropolitan Statistical Area,36552,13,,,USAFacts,False,None
70,13100,"Beatrice, NE",Micropolitan Statistical Area,21493,0,,,USAFacts,False,None
71,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,395780,32,,,USAFacts,False,None
72,13180,"Beaver Dam, WI",Micropolitan Statistical Area,87847,8,,,USAFacts,False,None
73,13220,"Beckley, WV",Metropolitan Statistical Area,117272,3,,,USAFacts,False,None
74,13260,"Bedford, IN",Micropolitan Statistical Area,45668,9,,,USAFacts,False,None
75,13300,"Beeville, TX",Micropolitan Statistical Area,32587,0,,,USAFacts,False,None
76,13340,"Bellefontaine, OH",Micropolitan Statistical Area,45358,3,,,USAFacts,False,None
77,13380,"Bellingham, WA",Metropolitan Statistical Area,225685,120,0.2809395112131667,0.9769864153356964,USAFacts,False,None
78,13420,"Bemidji, MN",Micropolitan Statistical Area,46847,3,,,USAFacts,False,None
79,13460,"Bend, OR",Metropolitan Statistical Area,191996,25,0.11684483568539838,0.9756498344316323,USAFacts,False,None
80,13500,"Bennettsville, SC",Micropolitan Statistical Area,26398,2,,,USAFacts,False,None
81,13540,"Bennington, VT",Micropolitan Statistical Area,35631,17,0.1737670508121938,0.9660698169582078,USAFacts,False,None
82,13620,"Berlin, NH",Micropolitan Statistical Area,31589,0,,,USAFacts,False,None
83,13660,"Big Rapids, MI",Micropolitan Statistical Area,43545,2,,,USAFacts,False,None
84,13700,"Big Spring, TX",Micropolitan Statistical Area,36459,0,,,USAFacts,False,None
85,13720,"Big Stone Gap, VA",Micropolitan Statistical Area,41980,0,,,USAFacts,False,None
86,13740,"Billings, MT",Metropolitan Statistical Area,180385,28,0.22426750408868956,0.9866108330676111,USAFacts,False,None
87,13780,"Binghamton, NY",Metropolitan Statistical Area,240219,39,0.21287367211497074,0.9676394273461926,USAFacts,False,None
88,13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1088090,376,0.24359397904974225,0.9784734147154849,USAFacts,False,None
89,13900,"Bismarck, ND",Metropolitan Statistical Area,128320,44,,,USAFacts,False,None
90,13940,"Blackfoot, ID",Micropolitan Statistical Area,46236,1,,,USAFacts,False,None
91,13980,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,168234,2,,,USAFacts,False,None
92,14010,"Bloomington, IL",Metropolitan Statistical Area,172828,17,,,USAFacts,False,None
93,14020,"Bloomington, IN",Metropolitan Statistical Area,167762,36,,,USAFacts,False,None
94,14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,83696,16,,,USAFacts,False,None
95,14140,"Bluefield, WV-VA",Micropolitan Statistical Area,106279,4,,,USAFacts,False,None
96,14180,"Blytheville, AR",Micropolitan Statistical Area,41239,0,,,USAFacts,False,None
97,14220,"Bogalusa, LA",Micropolitan Statistical Area,46582,22,,,USAFacts,False,None
98,14260,"Boise City, ID",Metropolitan Statistical Area,730426,203,0.3278338918645837,0.9853811846596875,USAFacts,False,None
99,14300,"Bonham, TX",Micropolitan Statistical Area,35286,1,,,USAFacts,False,None
100,14380,"Boone, NC",Micropolitan Statistical Area,55945,5,0.11059832627791176,0.9476461020586308,USAFacts,False,None
101,14420,"Borger, TX",Micropolitan Statistical Area,21198,0,,,USAFacts,False,None
102,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,4875390,4034,0.22944408736779165,0.9918225414021449,USAFacts,False,None
103,14500,"Boulder, CO",Metropolitan Statistical Area,326078,100,,,USAFacts,False,None
104,14540,"Bowling Green, KY",Metropolitan Statistical Area,177432,21,,,USAFacts,False,None
105,14580,"Bozeman, MT",Micropolitan Statistical Area,111876,69,0.3260876842872178,0.9735595454793186,USAFacts,False,None
106,14620,"Bradford, PA",Micropolitan Statistical Area,40968,1,,,USAFacts,False,None
107,14660,"Brainerd, MN",Micropolitan Statistical Area,94408,1,,,USAFacts,False,None
108,14700,"Branson, MO",Micropolitan Statistical Area,55852,2,,,USAFacts,False,None
109,14720,"Breckenridge, CO",Micropolitan Statistical Area,31007,14,0.1459650812720984,0.8967378078762157,USAFacts,False,None
110,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,269805,63,0.18213605133878627,0.9840578239763037,USAFacts,False,None
111,14780,"Brenham, TX",Micropolitan Statistical Area,35108,8,,,USAFacts,False,None
112,14820,"Brevard, NC",Micropolitan Statistical Area,34215,3,,,USAFacts,False,None
113,14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,943823,1445,0.2895211956970473,0.9918192022485022,USAFacts,False,None
114,15020,"Brookhaven, MS",Micropolitan Statistical Area,34205,11,,,USAFacts,False,None
115,15060,"Brookings, OR",Micropolitan Statistical Area,22813,0,,,USAFacts,False,None
116,15100,"Brookings, SD",Micropolitan Statistical Area,35232,1,,,USAFacts,False,None
117,15140,"Brownsville, TN",Micropolitan Statistical Area,17335,2,,,USAFacts,False,None
118,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,423908,20,,,USAFacts,False,None
119,15220,"Brownwood, TX",Micropolitan Statistical Area,37924,3,,,USAFacts,False,None
120,15260,"Brunswick, GA",Metropolitan Statistical Area,118456,18,,,USAFacts,False,None
121,15340,"Bucyrus-Galion, OH",Micropolitan Statistical Area,41550,5,,,USAFacts,False,None
122,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1130152,417,0.33355741090308116,0.9835312579066321,USAFacts,False,None
123,15420,"Burley, ID",Micropolitan Statistical Area,44689,2,,,USAFacts,False,None
124,15460,"Burlington, IA-IL",Micropolitan Statistical Area,45847,1,,,USAFacts,False,None
125,15500,"Burlington, NC",Metropolitan Statistical Area,166436,7,,,USAFacts,False,None
126,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,221083,144,0.32622722938396526,0.9811879665356199,USAFacts,False,None
127,15580,"Butte-Silver Bow, MT",Micropolitan Statistical Area,34993,9,0.16656477442605677,0.9554826438310351,USAFacts,False,None
128,15620,"Cadillac, MI",Micropolitan Statistical Area,48579,3,,,USAFacts,False,None
129,15660,"Calhoun, GA",Micropolitan Statistical Area,57685,15,0.14811829187011236,0.9822925696213948,USAFacts,False,None
130,15680,"California-Lexington Park, MD",Metropolitan Statistical Area,112664,9,,,USAFacts,False,None
131,15700,"Cambridge, MD",Micropolitan Statistical Area,31998,0,,,USAFacts,False,None
132,15740,"Cambridge, OH",Micropolitan Statistical Area,39022,0,,,USAFacts,False,None
133,15780,"Camden, AR",Micropolitan Statistical Area,28883,0,,,USAFacts,False,None
134,15820,"Campbellsville, KY",Micropolitan Statistical Area,36598,3,,,USAFacts,False,None
135,15860,"Cañon City, CO",Micropolitan Statistical Area,48021,2,,,USAFacts,False,None
136,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,398655,49,0.187231904794531,0.9845059339503598,USAFacts,False,None
137,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,754610,171,0.2441277850841813,0.9914475229579424,USAFacts,False,None
138,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,96982,14,,,USAFacts,False,None
139,16060,"Carbondale-Marion, IL",Metropolitan Statistical Area,136931,4,,,USAFacts,False,None
140,16100,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,57900,4,,,USAFacts,False,None
141,16140,"Carroll, IA",Micropolitan Statistical Area,20154,1,0.0,0.0,USAFacts,False,None
142,16180,"Carson City, NV",Metropolitan Statistical Area,55414,5,0.10322539786234179,0.9070124407016027,USAFacts,False,None
143,16220,"Casper, WY",Metropolitan Statistical Area,79115,9,,,USAFacts,False,None
144,16260,"Cedar City, UT",Micropolitan Statistical Area,52775,5,,,USAFacts,False,None
145,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,272295,79,,,USAFacts,False,None
146,16340,"Cedartown, GA",Micropolitan Statistical Area,42470,14,0.1968692718647627,0.9533349995026108,USAFacts,False,None
147,16380,"Celina, OH",Micropolitan Statistical Area,40959,2,,,USAFacts,False,None
148,16420,"Central City, KY",Micropolitan Statistical Area,30774,3,,,USAFacts,False,None
149,16460,"Centralia, IL",Micropolitan Statistical Area,37620,2,,,USAFacts,False,None
150,16500,"Centralia, WA",Micropolitan Statistical Area,79604,10,,,USAFacts,False,None
151,16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,154835,12,,,USAFacts,False,None
152,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,226379,23,,,USAFacts,False,None
153,16620,"Charleston, WV",Metropolitan Statistical Area,260342,31,,,USAFacts,False,None
154,16660,"Charleston-Mattoon, IL",Micropolitan Statistical Area,61693,1,,,USAFacts,False,None
155,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,787643,149,0.35756877608471455,0.9868897085877838,USAFacts,False,None
156,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2594090,585,0.30224128582100035,0.990791153335783,USAFacts,False,None
157,16820,"Charlottesville, VA",Metropolitan Statistical Area,218233,38,,,USAFacts,False,None
158,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,560793,50,0.29864747735809255,0.9635560025401081,USAFacts,False,None
159,16940,"Cheyenne, WY",Metropolitan Statistical Area,98976,20,,,USAFacts,False,None
160,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9498716,4956,0.2894008706885898,0.9850483276523397,USAFacts,False,None
161,17020,"Chico, CA",Metropolitan Statistical Area,231256,8,,,USAFacts,False,None
162,17060,"Chillicothe, OH",Micropolitan Statistical Area,76931,1,,,USAFacts,False,None
163,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2212945,228,0.26858774107293565,0.9885922196749399,USAFacts,False,None
164,17220,"Clarksburg, WV",Micropolitan Statistical Area,92822,10,,,USAFacts,False,None
165,17260,"Clarksdale, MS",Micropolitan Statistical Area,22628,20,,,USAFacts,False,None
166,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,305825,16,,,USAFacts,False,None
167,17340,"Clearlake, CA",Micropolitan Statistical Area,64382,0,,,USAFacts,False,None
168,17380,"Cleveland, MS",Micropolitan Statistical Area,31333,16,,,USAFacts,False,None
169,17420,"Cleveland, TN",Metropolitan Statistical Area,123625,9,,,USAFacts,False,None
170,17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2057009,684,0.24781695126001171,0.9895595302875433,USAFacts,False,None
171,17500,"Clewiston, FL",Micropolitan Statistical Area,41556,3,,,USAFacts,False,None
172,17540,"Clinton, IA",Micropolitan Statistical Area,46518,2,,,USAFacts,False,None
173,17580,"Clovis, NM",Micropolitan Statistical Area,49437,3,,,USAFacts,False,None
174,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,161505,28,,,USAFacts,False,None
175,17700,"Coffeyville, KS",Micropolitan Statistical Area,32120,4,,,USAFacts,False,None
176,17740,"Coldwater, MI",Micropolitan Statistical Area,43622,0,,,USAFacts,False,None
177,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,262431,47,,,USAFacts,False,None
178,17820,"Colorado Springs, CO",Metropolitan Statistical Area,738939,253,0.3087395546986437,0.9778319836894928,USAFacts,False,None
179,17860,"Columbia, MO",Metropolitan Statistical Area,207745,60,,,USAFacts,False,None
180,17900,"Columbia, SC",Metropolitan Statistical Area,832666,283,0.18985991574833153,0.9776759298812648,USAFacts,False,None
181,17980,"Columbus, GA-AL",Metropolitan Statistical Area,317922,21,,,USAFacts,False,None
182,18020,"Columbus, IN",Metropolitan Statistical Area,82753,10,,,USAFacts,False,None
183,18060,"Columbus, MS",Micropolitan Statistical Area,58930,10,,,USAFacts,False,None
184,18100,"Columbus, NE",Micropolitan Statistical Area,33363,1,,,USAFacts,False,None
185,18140,"Columbus, OH",Metropolitan Statistical Area,2106541,367,0.3666777553197101,0.9907150230225295,USAFacts,False,None
186,18180,"Concord, NH",Micropolitan Statistical Area,151132,18,,,USAFacts,False,None
187,18220,"Connersville, IN",Micropolitan Statistical Area,23047,8,,,USAFacts,False,None
188,18260,"Cookeville, TN",Micropolitan Statistical Area,112669,26,,,USAFacts,False,None
189,18300,"Coos Bay, OR",Micropolitan Statistical Area,64389,0,,,USAFacts,False,None
190,18380,"Cordele, GA",Micropolitan Statistical Area,22601,8,,,USAFacts,False,None
191,18420,"Corinth, MS",Micropolitan Statistical Area,36925,1,,,USAFacts,False,None
192,18460,"Cornelia, GA",Micropolitan Statistical Area,45388,0,,,USAFacts,False,None
193,18500,"Corning, NY",Micropolitan Statistical Area,95796,19,,,USAFacts,False,None
194,18580,"Corpus Christi, TX",Metropolitan Statistical Area,429158,23,,,USAFacts,False,None
195,18620,"Corsicana, TX",Micropolitan Statistical Area,49565,3,,,USAFacts,False,None
196,18660,"Cortland, NY",Micropolitan Statistical Area,47823,8,,,USAFacts,False,None
197,18700,"Corvallis, OR",Metropolitan Statistical Area,92101,9,,,USAFacts,False,None
198,18740,"Coshocton, OH",Micropolitan Statistical Area,36629,5,,,USAFacts,False,None
199,18780,"Craig, CO",Micropolitan Statistical Area,13188,4,,,USAFacts,False,None
200,18820,"Crawfordsville, IN",Micropolitan Statistical Area,38346,6,,,USAFacts,False,None
201,18860,"Crescent City, CA",Micropolitan Statistical Area,27828,0,,,USAFacts,False,None
202,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,278644,52,0.271677517951487,0.9513606772166702,USAFacts,False,None
203,18900,"Crossville, TN",Micropolitan Statistical Area,59673,11,,,USAFacts,False,None
204,18980,"Cullman, AL",Micropolitan Statistical Area,83442,8,,,USAFacts,False,None
205,19000,"Cullowhee, NC",Micropolitan Statistical Area,57572,1,,,USAFacts,False,None
206,19060,"Cumberland, MD-WV",Metropolitan Statistical Area,97915,0,,,USAFacts,False,None
207,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,7470158,1093,0.2918349665161804,0.9850082054211285,USAFacts,False,None
208,19140,"Dalton, GA",Metropolitan Statistical Area,143983,12,,,USAFacts,False,None
209,19180,"Danville, IL",Metropolitan Statistical Area,76806,0,,,USAFacts,False,None
210,19220,"Danville, KY",Micropolitan Statistical Area,54744,3,,,USAFacts,False,None
211,19260,"Danville, VA",Micropolitan Statistical Area,101642,5,,,USAFacts,False,None
212,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,218022,18,0.1870843622385875,0.9622274559580227,USAFacts,False,None
213,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,381451,26,,,USAFacts,False,None
214,19420,"Dayton, TN",Micropolitan Statistical Area,33044,0,,,USAFacts,False,None
215,19430,"Dayton-Kettering, OH",Metropolitan Statistical Area,806548,80,,,USAFacts,False,None
216,19460,"Decatur, AL",Metropolitan Statistical Area,152046,22,,,USAFacts,False,None
217,19500,"Decatur, IL",Metropolitan Statistical Area,104712,2,,,USAFacts,False,None
218,19540,"Decatur, IN",Micropolitan Statistical Area,35636,1,0.0,0.0,USAFacts,False,None
219,19580,"Defiance, OH",Micropolitan Statistical Area,38165,5,,,USAFacts,False,None
220,19620,"Del Rio, TX",Micropolitan Statistical Area,49208,5,,,USAFacts,False,None
221,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,659605,84,0.18879746663644392,0.986891331681497,USAFacts,False,None
222,19700,"Deming, NM",Micropolitan Statistical Area,23963,0,,,USAFacts,False,None
223,19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2932415,1306,0.2121771774083605,0.9974576838560215,USAFacts,False,None
224,19760,"DeRidder, LA",Micropolitan Statistical Area,37253,5,,,USAFacts,False,None
225,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,692556,89,0.2593892938184196,0.9671165857574779,USAFacts,False,None
226,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4326442,5383,0.3729554313324783,0.9691394563607383,USAFacts,False,None
227,19860,"Dickinson, ND",Micropolitan Statistical Area,31916,11,,,USAFacts,False,None
228,19940,"Dixon, IL",Micropolitan Statistical Area,34223,0,,,USAFacts,False,None
229,19980,"Dodge City, KS",Micropolitan Statistical Area,33888,0,,,USAFacts,False,None
230,20020,"Dothan, AL",Metropolitan Statistical Area,148245,9,,,USAFacts,False,None
231,20060,"Douglas, GA",Micropolitan Statistical Area,51390,10,,,USAFacts,False,None
232,20100,"Dover, DE",Metropolitan Statistical Area,178550,27,,,USAFacts,False,None
233,20140,"Dublin, GA",Micropolitan Statistical Area,63842,14,,,USAFacts,False,None
234,20180,"DuBois, PA",Micropolitan Statistical Area,79388,4,,,USAFacts,False,None
235,20220,"Dubuque, IA",Metropolitan Statistical Area,96854,21,,,USAFacts,False,None
236,20260,"Duluth, MN-WI",Metropolitan Statistical Area,289457,18,,,USAFacts,False,None
237,20300,"Dumas, TX",Micropolitan Statistical Area,21485,1,,,USAFacts,False,None
238,20340,"Duncan, OK",Micropolitan Statistical Area,43265,2,,,USAFacts,False,None
239,20420,"Durango, CO",Micropolitan Statistical Area,56310,21,,,USAFacts,False,None
240,20460,"Durant, OK",Micropolitan Statistical Area,47192,1,,,USAFacts,False,None
241,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,635527,158,0.30126122724379095,0.9166567590433825,USAFacts,False,None
242,20540,"Dyersburg, TN",Micropolitan Statistical Area,37320,3,,,USAFacts,False,None
243,20580,"Eagle Pass, TX",Micropolitan Statistical Area,58485,1,,,USAFacts,False,None
244,20660,"Easton, MD",Micropolitan Statistical Area,36968,4,,,USAFacts,False,None
245,20700,"East Stroudsburg, PA",Metropolitan Statistical Area,169507,182,0.24292022097647306,0.9908624077238322,USAFacts,False,None
246,20740,"Eau Claire, WI",Metropolitan Statistical Area,168669,17,,,USAFacts,False,None
247,20780,"Edwards, CO",Micropolitan Statistical Area,54993,213,0.15452629427105624,0.9902812247525397,USAFacts,False,None
248,20820,"Effingham, IL",Micropolitan Statistical Area,34208,0,,,USAFacts,False,None
249,20900,"El Campo, TX",Micropolitan Statistical Area,41619,6,,,USAFacts,False,None
250,20940,"El Centro, CA",Metropolitan Statistical Area,181827,33,,,USAFacts,False,None
251,20980,"El Dorado, AR",Micropolitan Statistical Area,39126,8,,,USAFacts,False,None
252,21020,"Elizabeth City, NC",Micropolitan Statistical Area,53061,3,,,USAFacts,False,None
253,21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,153378,6,,,USAFacts,False,None
254,21120,"Elk City, OK",Micropolitan Statistical Area,21709,1,,,USAFacts,False,None
255,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,205560,12,,,USAFacts,False,None
256,21180,"Elkins, WV",Micropolitan Statistical Area,28823,1,,,USAFacts,False,None
257,21220,"Elko, NV",Micropolitan Statistical Area,54463,5,,,USAFacts,False,None
258,21260,"Ellensburg, WA",Micropolitan Statistical Area,47364,7,0.06499675640603925,0.964577636485301,USAFacts,False,None
259,21300,"Elmira, NY",Metropolitan Statistical Area,84254,15,,,USAFacts,False,None
260,21340,"El Paso, TX",Metropolitan Statistical Area,845553,40,0.25557368408619463,0.9813220461931161,USAFacts,False,None
261,21380,"Emporia, KS",Micropolitan Statistical Area,36035,9,,,USAFacts,False,None
262,21420,"Enid, OK",Metropolitan Statistical Area,60913,2,,,USAFacts,False,None
263,21460,"Enterprise, AL",Micropolitan Statistical Area,51909,0,,,USAFacts,False,None
264,21500,"Erie, PA",Metropolitan Statistical Area,272061,13,,,USAFacts,False,None
265,21540,"Escanaba, MI",Micropolitan Statistical Area,35857,1,,,USAFacts,False,None
266,21580,"Española, NM",Micropolitan Statistical Area,39006,3,,,USAFacts,False,None
267,21640,"Eufaula, AL-GA",Micropolitan Statistical Area,27160,0,,,USAFacts,False,None
268,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,379611,12,,,USAFacts,False,None
269,21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,136373,21,0.22821841951920663,0.8878164689780572,USAFacts,False,None
270,21740,"Evanston, WY",Micropolitan Statistical Area,20299,0,,,USAFacts,False,None
271,21780,"Evansville, IN-KY",Metropolitan Statistical Area,314672,31,,,USAFacts,False,None
272,21820,"Fairbanks, AK",Metropolitan Statistical Area,98971,30,,,USAFacts,False,None
273,21840,"Fairfield, IA",Micropolitan Statistical Area,18381,0,,,USAFacts,False,None
274,21860,"Fairmont, MN",Micropolitan Statistical Area,19785,23,,,USAFacts,False,None
275,21900,"Fairmont, WV",Micropolitan Statistical Area,56097,5,,,USAFacts,False,None
276,21980,"Fallon, NV",Micropolitan Statistical Area,24440,0,,,USAFacts,False,None
277,22020,"Fargo, ND-MN",Metropolitan Statistical Area,245471,27,,,USAFacts,False,None
278,22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,66523,3,,,USAFacts,False,None
279,22100,"Farmington, MO",Micropolitan Statistical Area,66692,3,,,USAFacts,False,None
280,22140,"Farmington, NM",Metropolitan Statistical Area,125043,27,,,USAFacts,False,None
